event_id,session_id,generator_label,is_designed_anomaly,designed_cluster,audio_design
EVT_0065,SITE_05_P07_A,bg_movement,False,none,control
EVT_0066,SITE_05_P07_A,bg_env_audio,False,none,mechanical
EVT_0067,SITE_05_P08_A,hn_degraded_quality,False,none,maybe
EVT_0068,SITE_05_P10_A,hn_startle_lag,False,none,unknown_transient
EVT_0069,SITE_05_P10_A,bg_single_sensor,False,none,control
EVT_0070,SITE_06_P02_A,bg_light,False,none,control
EVT_0071,SITE_06_P03_A,bg_light,False,none,control
EVT_0072,SITE_06_P06_A,hn_movement,False,none,env_source
EVT_0073,SITE_06_P06_A,bg_single_sensor,False,none,control
EVT_0074,SITE_06_P07_A,bg_light,False,none,control
EVT_0075,SITE_06_P07_A,bg_single_sensor,False,none,control
EVT_0076,SITE_06_P07_A,hn_startle_lag,False,none,unknown_transient
EVT_0077,SITE_06_P08_A,protocol_interruption,False,none,none
EVT_0078,SITE_06_P08_B,bg_physio,False,none,control
EVT_0079,SITE_06_P09_A,protocol_interruption,False,none,none
EVT_0080,SITE_06_P09_B,tp_partial,True,isolated,weak_positive
EVT_0081,SITE_06_P09_B,hn_degraded_quality,False,none,maybe
EVT_0082,SITE_06_P09_B,bg_physio,False,none,control
EVT_0083,SITE_07_P01_A,bg_audio,False,none,bg_audio
EVT_0084,SITE_07_P02_A,tp_full,True,isolated,positive
EVT_0085,SITE_07_P03_A,bg_audio,False,none,bg_audio
EVT_0086,SITE_07_P06_A,bg_single_sensor,False,none,control
EVT_0087,SITE_07_P06_A,bg_light,False,none,control
EVT_0088,SITE_07_P06_A,bg_audio,False,none,bg_audio
EVT_0089,SITE_07_P09_A,bg_movement,False,none,control
EVT_0090,SITE_07_P09_A,hn_spiritbox_radio,False,none,spiritbox_voice
EVT_0091,SITE_07_P10_A,bg_physio,False,none,control
EVT_0092,SITE_08_P02_A,bg_physio,False,none,control
EVT_0093,SITE_08_P03_A,bg_movement,False,none,control
EVT_0094,SITE_08_P03_A,bg_audio,False,none,bg_audio
EVT_0095,SITE_08_P03_A,bg_env_audio,False,none,mechanical
EVT_0096,SITE_08_P04_A,bg_physio,False,none,control
EVT_0097,SITE_08_P05_A,bg_movement,False,none,control
EVT_0098,SITE_08_P05_A,tp_no_audio,True,isolated,control_nothing
EVT_0099,SITE_08_P07_A,bg_movement,False,none,control
EVT_0100,SITE_08_P08_A,bg_physio,False,none,control
EVT_0101,SITE_08_P08_A,bg_physio,False,none,control
EVT_0102,SITE_08_P09_A,hn_movement,False,none,env_source
EVT_0103,SITE_08_P09_A,bg_physio,False,none,control
EVT_0104,SITE_08_P09_A,bg_light,False,none,control
EVT_0105,SITE_08_P09_A,bg_movement,False,none,control
EVT_0106,SITE_08_P10_A,protocol_interruption,False,none,none
EVT_0107,SITE_08_P10_B,hn_env_confounded,False,none,mechanical
EVT_0108,SITE_09_P02_A,hn_movement,False,none,env_source
EVT_0109,SITE_09_P02_A,tp_partial,True,isolated,weak_positive
EVT_0110,SITE_09_P03_A,bg_audio,False,none,bg_audio
EVT_0111,SITE_09_P03_A,bg_movement,False,none,control
EVT_0112,SITE_09_P04_A,hn_env_confounded,False,SITE_09_infrastructure_cluster,mechanical
EVT_0113,SITE_09_P04_A,bg_audio,False,none,bg_audio
EVT_0114,SITE_09_P05_A,tp_full,True,isolated,positive
EVT_0115,SITE_09_P05_A,hn_env_confounded,False,SITE_09_infrastructure_cluster,mechanical
EVT_0116,SITE_09_P06_A,bg_env_audio,False,none,mechanical
EVT_0117,SITE_09_P07_A,hn_degraded_quality,False,none,maybe
EVT_0118,SITE_09_P08_A,hn_env_confounded,False,SITE_09_infrastructure_cluster,mechanical
EVT_0119,SITE_09_P08_A,bg_audio,False,none,bg_audio
EVT_0120,SITE_09_P09_A,hn_env_confounded,False,SITE_09_infrastructure_cluster,mechanical
EVT_0121,SITE_10_P01_A,hn_movement,False,none,env_source
EVT_0122,SITE_10_P02_A,tp_no_audio,True,isolated,control_nothing
EVT_0123,SITE_10_P02_A,hn_spiritbox_radio,False,none,spiritbox_voice
EVT_0124,SITE_10_P03_A,protocol_interruption,False,none,none
EVT_0125,SITE_10_P03_B,bg_physio,False,none,control
EVT_0126,SITE_10_P05_A,bg_physio,False,none,control
EVT_0127,SITE_10_P06_A,tp_partial,True,isolated,weak_positive
EVT_0128,SITE_10_P07_A,bg_audio,False,none,bg_audio
EVT_0129,SITE_10_P08_A,bg_audio,False,none,bg_audio
EVT_0130,SITE_10_P08_A,bg_audio,False,none,bg_audio
EVT_0131,SITE_10_P08_A,bg_audio,False,none,bg_audio
EVT_0132,SITE_10_P10_A,bg_env_audio,False,none,mechanical
EVT_0133,SITE_10_P10_A,hn_startle_lag,False,none,unknown_transient
EVT_0134,SITE_11_P01_A,bg_audio,False,none,bg_audio
EVT_0135,SITE_11_P01_A,tp_full,True,isolated,positive
EVT_0136,SITE_11_P01_A,bg_single_sensor,False,none,control
EVT_0137,SITE_11_P03_A,bg_movement,False,none,control
EVT_0138,SITE_11_P04_A,bg_physio,False,none,control
EVT_0139,SITE_11_P05_A,hn_spiritbox_radio,False,none,spiritbox_voice
EVT_0140,SITE_11_P06_A,hn_movement,False,none,env_source
EVT_0141,SITE_11_P08_A,bg_audio,False,none,bg_audio
EVT_0142,SITE_11_P08_A,tp_partial,True,isolated,weak_positive
EVT_0143,SITE_12_P02_A,bg_movement,False,none,control
EVT_0144,SITE_12_P03_A,hn_degraded_quality,False,none,maybe
EVT_0145,SITE_12_P04_A,tp_full,True,isolated,positive
EVT_0146,SITE_12_P04_A,hn_startle_lag,False,none,unknown_transient
EVT_0147,SITE_12_P04_A,bg_single_sensor,False,none,control
EVT_0148,SITE_12_P06_A,bg_movement,False,none,control
EVT_0149,SITE_12_P06_A,tp_no_audio,True,isolated,control_nothing
EVT_0150,SITE_12_P06_A,hn_movement,False,none,env_source
EVT_0151,SITE_12_P07_A,hn_movement,False,none,env_source
EVT_0152,SITE_12_P07_A,bg_physio,False,none,control
EVT_0153,SITE_12_P08_A,protocol_interruption,False,none,none
EVT_0154,SITE_12_P09_A,protocol_interruption,False,none,none
EVT_0155,SITE_13_P01_A,hn_movement,False,none,env_source
EVT_0156,SITE_13_P01_A,bg_single_sensor,False,none,control
EVT_0157,SITE_13_P01_A,bg_physio,False,none,control
EVT_0158,SITE_13_P01_A,tp_partial,True,isolated,weak_positive
EVT_0159,SITE_13_P01_A,bg_light,False,none,control
EVT_0160,SITE_13_P02_A,hn_spiritbox_radio,False,none,spiritbox_voice
EVT_0161,SITE_13_P02_A,bg_physio,False,none,control
EVT_0162,SITE_13_P03_A,bg_single_sensor,False,none,control
EVT_0163,SITE_13_P06_A,bg_audio,False,none,bg_audio
EVT_0164,SITE_13_P06_A,bg_env_audio,False,none,mechanical
EVT_0165,SITE_13_P06_A,bg_single_sensor,False,none,control
EVT_0166,SITE_13_P07_A,bg_physio,False,none,control
EVT_0167,SITE_13_P07_A,bg_audio,False,none,bg_audio
EVT_0168,SITE_13_P08_A,bg_physio,False,none,control
EVT_0169,SITE_13_P09_A,protocol_interruption,False,none,none
EVT_0170,SITE_13_P09_B,bg_light,False,none,control
EVT_0171,SITE_13_P09_B,bg_movement,False,none,control
EVT_0172,SITE_13_P10_A,hn_env_confounded,False,none,mechanical
EVT_0173,SITE_13_P10_A,bg_env_audio,False,none,mechanical
EVT_0174,SITE_13_P10_A,bg_physio,False,none,control
EVT_0175,SITE_14_P01_A,tp_full,True,SITE_14_independent_participants,positive
EVT_0176,SITE_14_P01_A,bg_light,False,none,control
EVT_0177,SITE_14_P01_A,bg_audio,False,none,bg_audio
EVT_0178,SITE_14_P01_A,tp_no_audio,True,isolated,control_nothing
EVT_0179,SITE_14_P01_A,bg_physio,False,none,control
EVT_0180,SITE_14_P02_A,hn_startle_lag,False,none,unknown_transient
EVT_0181,SITE_14_P03_A,tp_full,True,SITE_14_independent_participants,positive
EVT_0182,SITE_14_P04_A,bg_light,False,none,control
EVT_0183,SITE_14_P05_A,tp_partial,True,SITE_14_independent_participants,weak_positive
EVT_0184,SITE_14_P05_A,bg_physio,False,none,control
EVT_0185,SITE_14_P05_A,hn_spiritbox_radio,False,none,spiritbox_voice
EVT_0186,SITE_14_P06_A,bg_movement,False,none,control
EVT_0187,SITE_14_P06_A,tp_full,True,SITE_14_independent_participants,positive
EVT_0188,SITE_14_P06_A,tp_partial,True,SITE_14_independent_participants,weak_positive
EVT_0189,SITE_14_P06_A,bg_audio,False,none,bg_audio
EVT_0190,SITE_14_P07_A,bg_movement,False,none,control
EVT_0191,SITE_14_P07_A,tp_full,True,SITE_14_independent_participants,positive
EVT_0192,SITE_14_P07_A,bg_audio,False,none,bg_audio
EVT_0193,SITE_14_P08_A,bg_physio,False,none,control
EVT_0194,SITE_14_P08_A,tp_full,True,SITE_14_independent_participants,positive
EVT_0195,SITE_14_P08_A,hn_movement,False,none,env_source
EVT_0196,SITE_14_P09_A,bg_movement,False,none,control
EVT_0197,SITE_14_P09_A,bg_movement,False,none,control
EVT_0198,SITE_14_P09_A,hn_movement,False,none,env_source
EVT_0199,SITE_14_P10_A,tp_full,True,SITE_14_independent_participants,positive
EVT_0200,SITE_15_P01_A,bg_physio,False,none,control
EVT_0201,SITE_15_P01_A,bg_movement,False,none,control
EVT_0202,SITE_15_P03_A,tp_no_audio,True,isolated,control_nothing
EVT_0203,SITE_15_P03_A,hn_startle_lag,False,none,unknown_transient
EVT_0204,SITE_15_P04_A,protocol_interruption,False,none,none
EVT_0205,SITE_15_P04_B,bg_env_audio,False,none,mechanical
EVT_0206,SITE_15_P04_B,hn_degraded_quality,False,none,maybe
EVT_0207,SITE_15_P05_A,bg_light,False,none,control
EVT_0208,SITE_15_P05_A,tp_full,True,SITE_15_single_participant,positive
EVT_0209,SITE_15_P05_A,tp_full,True,SITE_15_single_participant,positive
EVT_0210,SITE_15_P05_A,tp_full,True,SITE_15_single_participant,positive
EVT_0211,SITE_15_P06_A,bg_single_sensor,False,none,control
EVT_0212,SITE_15_P07_A,bg_light,False,none,control
EVT_0213,SITE_15_P07_A,hn_spiritbox_radio,False,none,spiritbox_voice
EVT_0214,SITE_15_P08_A,protocol_interruption,False,none,none
EVT_0215,SITE_15_P09_A,protocol_interruption,False,none,none
EVT_0216,SITE_15_P09_B,hn_degraded_quality,False,none,maybe
EVT_0217,SITE_15_P09_B,bg_movement,False,none,control
EVT_0218,SITE_15_P10_A,tp_partial,True,isolated,weak_positive
EVT_0219,SITE_15_P10_A,tp_full,True,SITE_15_single_participant,positive
EVT_0220,SITE_15_P10_A,bg_audio,False,none,bg_audio
